Nazov,Pocet slov po spracovani,,min,max,<40000,<10000,<22500
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15251.txt,1999,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15252.txt,85396,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15253.txt,32749,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15254.txt,28930,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15255.txt,18918,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15256.txt,1359,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15257.txt,18406,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15258.txt,42318,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15259.txt,38525,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15260.txt,2709,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15261.txt,24879,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15262.txt,3859,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15263.txt,327,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15264.txt,48169,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15265.txt,22720,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15266.txt,300,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15267.txt,867,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15268.txt,19108,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15269.txt,566,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15270.txt,3068,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15271.txt,2648,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15272.txt,21660,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15273.txt,13465,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15274.txt,29637,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15275.txt,304,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15276.txt,26727,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15277.txt,32232,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15278.txt,13836,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15279.txt,30805,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15280.txt,30176,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15281.txt,291,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15282.txt,54169,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15283.txt,1948,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15284.txt,686,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15285.txt,1930,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15286.txt,25448,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15287.txt,1180,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15288.txt,43836,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15289.txt,25281,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15290.txt,42531,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15291.txt,686,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15292.txt,366,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15293.txt,1022,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15294.txt,2942,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15295.txt,318,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15296.txt,273,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15297.txt,20062,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15298.txt,13045,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15299.txt,2695,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15300.txt,31460,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15301.txt,1325,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15302.txt,44958,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15303.txt,33955,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15304.txt,2711,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15305.txt,230,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15306.txt,887,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15307.txt,10892,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15308.txt,77515,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15309.txt,1638,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15310.txt,14611,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15311.txt,53811,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15312.txt,33172,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15313.txt,19997,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15314.txt,2797,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15315.txt,15452,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15316.txt,35894,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15317.txt,1221,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15318.txt,13382,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15319.txt,1700,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15320.txt,941,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15321.txt,53960,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15322.txt,1455,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15323.txt,25451,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15324.txt,2462,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15325.txt,2404,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15326.txt,32156,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15327.txt,28906,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15328.txt,38739,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15329.txt,24585,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15330.txt,5259,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15331.txt,23866,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15332.txt,21798,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15333.txt,4120,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15334.txt,518,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15335.txt,2464,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15336.txt,2882,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15337.txt,2641,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15338.txt,1326,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15339.txt,30341,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15340.txt,50840,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15341.txt,79451,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15342.txt,32961,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15343.txt,3380,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15344.txt,1322,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15345.txt,12921,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15346.txt,5766,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15347.txt,28211,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15348.txt,13359,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15349.txt,19711,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15350.txt,32554,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15351.txt,33325,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15352.txt,6431,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15353.txt,49266,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15354.txt,54057,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15355.txt,2274,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15356.txt,25084,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15357.txt,4172,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15358.txt,1362,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15359.txt,17167,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15360.txt,14007,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15361.txt,13722,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15362.txt,3452,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15363.txt,1332,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15364.txt,32426,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15365.txt,86345,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15366.txt,32254,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15367.txt,2719,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15368.txt,29823,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15369.txt,22445,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15370.txt,3417,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15371.txt,24705,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15372.txt,1393,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15373.txt,15242,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15374.txt,2338,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15375.txt,629,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15376.txt,2230,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15377.txt,971,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15378.txt,4502,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15379.txt,35048,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15380.txt,899,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15381.txt,33052,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15382.txt,53667,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15383.txt,2119,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15384.txt,657,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15385.txt,4361,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15386.txt,33431,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15387.txt,54994,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15388.txt,28973,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15389.txt,37725,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15390.txt,19589,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15391.txt,320,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15392.txt,2382,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15393.txt,47401,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15394.txt,1259,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15395.txt,32609,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15396.txt,14723,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15397.txt,27843,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15398.txt,1389,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15399.txt,2585,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15400.txt,1258,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15401.txt,1831,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15402.txt,2012,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15403.txt,35132,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15404.txt,7008,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15405.txt,687,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15406.txt,62602,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15407.txt,331,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15408.txt,39680,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15409.txt,3550,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15410.txt,68893,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15411.txt,31001,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15412.txt,16784,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15413.txt,13687,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15414.txt,5184,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15415.txt,20526,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15416.txt,31215,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15417.txt,11870,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15418.txt,94974,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15419.txt,13167,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15420.txt,29962,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15421.txt,33230,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15422.txt,2984,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15423.txt,23030,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15424.txt,7216,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15425.txt,61745,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15426.txt,39556,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15427.txt,3623,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15428.txt,1047,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15429.txt,1728,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15430.txt,46459,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part31\suspicious-document15431.txt,666,,,,,,
